example,split,start,end,duration_minutes,frames
KTLX-20250603T181718-192938-943,validation,2025-06-03T18:17:18+00:00,2025-06-03T19:29:38+00:00,72.333,30
KTLX-20250603T200403-212129-944,validation,2025-06-03T20:04:03+00:00,2025-06-03T21:21:29+00:00,77.433,30
KTLX-20250603T224154-233003-945,validation,2025-06-03T22:41:54+00:00,2025-06-03T23:30:03+00:00,48.15,30
KTLX-20250604T003055-011832-946,validation,2025-06-04T00:30:55+00:00,2025-06-04T01:18:32+00:00,47.617,30
KTLX-20250604T015502-024820-947,validation,2025-06-04T01:55:02+00:00,2025-06-04T02:48:20+00:00,53.3,30
KTLX-20250604T025011-033943-948,validation,2025-06-04T02:50:11+00:00,2025-06-04T03:39:43+00:00,49.533,30
KTLX-20250604T044305-053305-949,validation,2025-06-04T04:43:05+00:00,2025-06-04T05:33:05+00:00,50.0,30
KTLX-20250604T065940-075109-950,validation,2025-06-04T06:59:40+00:00,2025-06-04T07:51:09+00:00,51.483,30
KTLX-20250604T103941-112932-951,validation,2025-06-04T10:39:41+00:00,2025-06-04T11:29:32+00:00,49.85,30
KTLX-20250605T185545-202242-952,validation,2025-06-05T18:55:45+00:00,2025-06-05T20:22:42+00:00,86.95,30
KTLX-20250605T202617-212256-953,validation,2025-06-05T20:26:17+00:00,2025-06-05T21:22:56+00:00,56.65,30
KTLX-20250605T212659-222517-954,validation,2025-06-05T21:26:59+00:00,2025-06-05T22:25:17+00:00,58.3,30
KTLX-20250605T222707-232153-955,validation,2025-06-05T22:27:07+00:00,2025-06-05T23:21:53+00:00,54.767,30
KTLX-20250606T015829-024800-956,validation,2025-06-06T01:58:29+00:00,2025-06-06T02:48:00+00:00,49.517,30
KTLX-20250606T025640-034754-957,validation,2025-06-06T02:56:40+00:00,2025-06-06T03:47:54+00:00,51.233,30
KTLX-20250606T043939-052819-958,validation,2025-06-06T04:39:39+00:00,2025-06-06T05:28:19+00:00,48.667,30
KTLX-20250606T061355-070041-959,validation,2025-06-06T06:13:55+00:00,2025-06-06T07:00:41+00:00,46.767,30
KTLX-20250606T073437-082623-960,validation,2025-06-06T07:34:37+00:00,2025-06-06T08:26:23+00:00,51.767,30
KTLX-20250606T093324-102215-961,validation,2025-06-06T09:33:24+00:00,2025-06-06T10:22:15+00:00,48.85,30
KTLX-20250606T112033-120749-962,validation,2025-06-06T11:20:33+00:00,2025-06-06T12:07:49+00:00,47.267,30
KTLX-20250606T121406-130115-963,validation,2025-06-06T12:14:06+00:00,2025-06-06T13:01:15+00:00,47.15,30
KTLX-20250607T042711-052438-964,validation,2025-06-07T04:27:11+00:00,2025-06-07T05:24:38+00:00,57.45,30
KTLX-20250607T052641-062309-965,validation,2025-06-07T05:26:41+00:00,2025-06-07T06:23:09+00:00,56.467,30
KTLX-20250607T092744-102443-966,validation,2025-06-07T09:27:44+00:00,2025-06-07T10:24:43+00:00,56.983,30
KTLX-20250608T224031-235513-967,validation,2025-06-08T22:40:31+00:00,2025-06-08T23:55:13+00:00,74.7,30
KTLX-20250609T000110-005928-968,validation,2025-06-09T00:01:10+00:00,2025-06-09T00:59:28+00:00,58.3,30
KTLX-20250615T005114-014318-969,validation,2025-06-15T00:51:14+00:00,2025-06-15T01:43:18+00:00,52.067,30
KTLX-20250615T051824-060819-970,validation,2025-06-15T05:18:24+00:00,2025-06-15T06:08:19+00:00,49.917,30
KTLX-20250615T112655-121531-971,validation,2025-06-15T11:26:55+00:00,2025-06-15T12:15:31+00:00,48.6,30
KTLX-20250615T132959-141942-972,validation,2025-06-15T13:29:59+00:00,2025-06-15T14:19:42+00:00,49.717,30
KTLX-20250615T142249-151157-973,validation,2025-06-15T14:22:49+00:00,2025-06-15T15:11:57+00:00,49.133,30
KTLX-20250615T154749-163647-974,validation,2025-06-15T15:47:49+00:00,2025-06-15T16:36:47+00:00,48.967,30
KTLX-20250618T025152-040911-975,validation,2025-06-18T02:51:52+00:00,2025-06-18T04:09:11+00:00,77.317,30
KTLX-20250618T065930-081345-976,validation,2025-06-18T06:59:30+00:00,2025-06-18T08:13:45+00:00,74.25,30
KTLX-20250628T001349-012706-977,validation,2025-06-28T00:13:49+00:00,2025-06-28T01:27:06+00:00,73.283,30
KTLX-20250628T014619-025830-978,validation,2025-06-28T01:46:19+00:00,2025-06-28T02:58:30+00:00,72.183,30
KTLX-20250628T041526-051811-979,validation,2025-06-28T04:15:26+00:00,2025-06-28T05:18:11+00:00,62.75,30
KTLX-20250628T060328-070523-980,validation,2025-06-28T06:03:28+00:00,2025-06-28T07:05:23+00:00,61.917,30
KTLX-20250628T072544-082359-981,validation,2025-06-28T07:25:44+00:00,2025-06-28T08:23:59+00:00,58.25,30
KTLX-20250628T083745-093838-982,validation,2025-06-28T08:37:45+00:00,2025-06-28T09:38:38+00:00,60.883,30
KTLX-20250628T095347-105900-983,validation,2025-06-28T09:53:47+00:00,2025-06-28T10:59:00+00:00,65.217,30
KTLX-20250628T134726-150430-984,validation,2025-06-28T13:47:26+00:00,2025-06-28T15:04:30+00:00,77.067,30
KTLX-20250628T163606-174715-985,validation,2025-06-28T16:36:06+00:00,2025-06-28T17:47:15+00:00,71.15,30
KTLX-20250628T181350-193204-986,validation,2025-06-28T18:13:50+00:00,2025-06-28T19:32:04+00:00,78.233,30
KTLX-20250629T021551-032417-987,validation,2025-06-29T02:15:51+00:00,2025-06-29T03:24:17+00:00,68.433,30
KTLX-20250629T055956-072658-988,validation,2025-06-29T05:59:56+00:00,2025-06-29T07:26:58+00:00,87.033,30
KTLX-20250629T175031-190824-989,validation,2025-06-29T17:50:31+00:00,2025-06-29T19:08:24+00:00,77.883,30
KTLX-20250629T214741-230517-990,validation,2025-06-29T21:47:41+00:00,2025-06-29T23:05:17+00:00,77.6,30
KTLX-20250630T024609-034453-991,validation,2025-06-30T02:46:09+00:00,2025-06-30T03:44:53+00:00,58.733,30
KTLX-20250630T034645-044452-992,validation,2025-06-30T03:46:45+00:00,2025-06-30T04:44:52+00:00,58.117,30
KTLX-20250630T101222-111547-993,validation,2025-06-30T10:12:22+00:00,2025-06-30T11:15:47+00:00,63.417,30
KTLX-20250630T113005-123634-994,validation,2025-06-30T11:30:05+00:00,2025-06-30T12:36:34+00:00,66.483,30
KTLX-20250820T010019-021821-995,validation,2025-08-20T01:00:19+00:00,2025-08-20T02:18:21+00:00,78.033,30
KTLX-20250820T034150-045516-996,validation,2025-08-20T03:41:50+00:00,2025-08-20T04:55:16+00:00,73.433,30
KTLX-20250820T064413-081153-997,validation,2025-08-20T06:44:13+00:00,2025-08-20T08:11:53+00:00,87.667,30
KTLX-20251024T001535-012121-998,validation,2025-10-24T00:15:35+00:00,2025-10-24T01:21:21+00:00,65.767,30
KTLX-20251024T024649-033613-999,validation,2025-10-24T02:46:49+00:00,2025-10-24T03:36:13+00:00,49.4,30
KTLX-20251024T035126-050229-1000,validation,2025-10-24T03:51:26+00:00,2025-10-24T05:02:29+00:00,71.05,30
