candidate,date,start,end,duration_minutes,frames,selected,split
20240604T113942-124322,2024-06-04,2024-06-04T11:39:42+00:00,2024-06-04T12:43:22+00:00,63.667,30,yes,training
20240604T131119-141409,2024-06-04,2024-06-04T13:11:19+00:00,2024-06-04T14:14:09+00:00,62.833,30,yes,training
20240605T002011-013815,2024-06-05,2024-06-05T00:20:11+00:00,2024-06-05T01:38:15+00:00,78.067,30,no,
20240605T025322-041157,2024-06-05,2024-06-05T02:53:22+00:00,2024-06-05T04:11:57+00:00,78.583,30,yes,training
20240605T042418-053136,2024-06-05,2024-06-05T04:24:18+00:00,2024-06-05T05:31:36+00:00,67.3,30,yes,training
20240605T060707-070306,2024-06-05,2024-06-05T06:07:07+00:00,2024-06-05T07:03:06+00:00,55.983,30,yes,training
20240605T071705-081431,2024-06-05,2024-06-05T07:17:05+00:00,2024-06-05T08:14:31+00:00,57.433,30,yes,training
20240605T081811-091322,2024-06-05,2024-06-05T08:18:11+00:00,2024-06-05T09:13:22+00:00,55.183,30,yes,training
20240605T092822-101729,2024-06-05,2024-06-05T09:28:22+00:00,2024-06-05T10:17:29+00:00,49.117,30,no,
20240605T102033-110913,2024-06-05,2024-06-05T10:20:33+00:00,2024-06-05T11:09:13+00:00,48.667,30,no,
20240605T112402-121218,2024-06-05,2024-06-05T11:24:02+00:00,2024-06-05T12:12:18+00:00,48.267,30,yes,training
20240606T194101-210028,2024-06-06,2024-06-06T19:41:01+00:00,2024-06-06T21:00:28+00:00,79.45,30,yes,training
20240606T213122-223212,2024-06-06,2024-06-06T21:31:22+00:00,2024-06-06T22:32:12+00:00,60.833,30,yes,training
20240606T225210-235507,2024-06-06,2024-06-06T22:52:10+00:00,2024-06-06T23:55:07+00:00,62.95,30,no,
20240607T001319-011139,2024-06-07,2024-06-07T00:13:19+00:00,2024-06-07T01:11:39+00:00,58.333,30,yes,training
20240607T015308-025712,2024-06-07,2024-06-07T01:53:08+00:00,2024-06-07T02:57:12+00:00,64.067,30,yes,training
20240607T030421-041310,2024-06-07,2024-06-07T03:04:21+00:00,2024-06-07T04:13:10+00:00,68.817,30,yes,training
20240607T042359-052620,2024-06-07,2024-06-07T04:23:59+00:00,2024-06-07T05:26:20+00:00,62.35,30,no,
20240607T052831-063054,2024-06-07,2024-06-07T05:28:31+00:00,2024-06-07T06:30:54+00:00,62.383,30,yes,training
20240607T064141-080932,2024-06-07,2024-06-07T06:41:41+00:00,2024-06-07T08:09:32+00:00,87.85,30,no,
20240607T084606-094825,2024-06-07,2024-06-07T08:46:06+00:00,2024-06-07T09:48:25+00:00,62.317,30,yes,training
20240607T095912-110320,2024-06-07,2024-06-07T09:59:12+00:00,2024-06-07T11:03:20+00:00,64.133,30,no,
20240607T115354-130341,2024-06-07,2024-06-07T11:53:54+00:00,2024-06-07T13:03:41+00:00,69.783,30,yes,training
20240607T132944-145435,2024-06-07,2024-06-07T13:29:44+00:00,2024-06-07T14:54:35+00:00,84.85,30,yes,training
20240607T161707-171848,2024-06-07,2024-06-07T16:17:07+00:00,2024-06-07T17:18:48+00:00,61.683,30,no,
20240607T181814-191822,2024-06-07,2024-06-07T18:18:14+00:00,2024-06-07T19:18:22+00:00,60.133,30,no,
20240626T033828-043229,2024-06-26,2024-06-26T03:38:28+00:00,2024-06-26T04:32:29+00:00,54.017,30,yes,training
20240626T052052-061429,2024-06-26,2024-06-26T05:20:52+00:00,2024-06-26T06:14:29+00:00,53.617,30,yes,training
20240626T061633-070703,2024-06-26,2024-06-26T06:16:33+00:00,2024-06-26T07:07:03+00:00,50.5,30,no,
20240626T104127-113408,2024-06-26,2024-06-26T10:41:27+00:00,2024-06-26T11:34:08+00:00,52.683,30,no,
20240626T122413-132221,2024-06-26,2024-06-26T12:24:13+00:00,2024-06-26T13:22:21+00:00,58.133,30,no,
20240626T132624-142519,2024-06-26,2024-06-26T13:26:24+00:00,2024-06-26T14:25:19+00:00,58.917,30,yes,training
20240626T143122-152828,2024-06-26,2024-06-26T14:31:22+00:00,2024-06-26T15:28:28+00:00,57.1,30,no,
20240626T160054-165641,2024-06-26,2024-06-26T16:00:54+00:00,2024-06-26T16:56:41+00:00,55.783,30,yes,training
20240626T172905-183129,2024-06-26,2024-06-26T17:29:05+00:00,2024-06-26T18:31:29+00:00,62.4,30,yes,training
20240626T223015-235643,2024-06-26,2024-06-26T22:30:15+00:00,2024-06-26T23:56:43+00:00,86.467,30,no,
20240627T002211-010816,2024-06-27,2024-06-27T00:22:11+00:00,2024-06-27T01:08:16+00:00,46.083,30,yes,training
20240627T014459-023326,2024-06-27,2024-06-27T01:44:59+00:00,2024-06-27T02:33:26+00:00,48.45,30,yes,training
20240627T030635-035157,2024-06-27,2024-06-27T03:06:35+00:00,2024-06-27T03:51:57+00:00,45.367,30,yes,training
20240703T202547-215156,2024-07-03,2024-07-03T20:25:47+00:00,2024-07-03T21:51:56+00:00,86.15,30,yes,training
20240703T221633-230348,2024-07-03,2024-07-03T22:16:33+00:00,2024-07-03T23:03:48+00:00,47.25,30,yes,training
20240703T230713-235329,2024-07-03,2024-07-03T23:07:13+00:00,2024-07-03T23:53:29+00:00,46.267,30,yes,training
20240704T004527-013359,2024-07-04,2024-07-04T00:45:27+00:00,2024-07-04T01:33:59+00:00,48.533,30,yes,training
20240704T190615-202431,2024-07-04,2024-07-04T19:06:15+00:00,2024-07-04T20:24:31+00:00,78.267,30,yes,training
20240704T204710-214131,2024-07-04,2024-07-04T20:47:10+00:00,2024-07-04T21:41:31+00:00,54.35,30,yes,training
20240704T215035-224732,2024-07-04,2024-07-04T21:50:35+00:00,2024-07-04T22:47:32+00:00,56.95,30,yes,training
20240704T225526-235415,2024-07-04,2024-07-04T22:55:26+00:00,2024-07-04T23:54:15+00:00,58.817,30,no,
20240705T001029-010855,2024-07-05,2024-07-05T00:10:29+00:00,2024-07-05T01:08:55+00:00,58.433,30,yes,training
20240705T022425-032013,2024-07-05,2024-07-05T02:24:25+00:00,2024-07-05T03:20:13+00:00,55.8,30,yes,training
20240705T040857-050538,2024-07-05,2024-07-05T04:08:57+00:00,2024-07-05T05:05:38+00:00,56.683,30,yes,training
20240705T055551-065045,2024-07-05,2024-07-05T05:55:51+00:00,2024-07-05T06:50:45+00:00,54.9,30,no,
20240705T065828-075338,2024-07-05,2024-07-05T06:58:28+00:00,2024-07-05T07:53:38+00:00,55.167,30,yes,training
20240705T083419-092406,2024-07-05,2024-07-05T08:34:19+00:00,2024-07-05T09:24:06+00:00,49.783,30,yes,training
20240705T092604-102220,2024-07-05,2024-07-05T09:26:04+00:00,2024-07-05T10:22:20+00:00,56.267,30,yes,training
20240705T104056-113926,2024-07-05,2024-07-05T10:40:56+00:00,2024-07-05T11:39:26+00:00,58.5,30,no,
20240705T124142-133915,2024-07-05,2024-07-05T12:41:42+00:00,2024-07-05T13:39:15+00:00,57.55,30,yes,training
20240705T152739-162707,2024-07-05,2024-07-05T15:27:39+00:00,2024-07-05T16:27:07+00:00,59.467,30,yes,training
20240705T181808-191722,2024-07-05,2024-07-05T18:18:08+00:00,2024-07-05T19:17:22+00:00,59.233,30,yes,training
20240705T195104-210825,2024-07-05,2024-07-05T19:51:04+00:00,2024-07-05T21:08:25+00:00,77.35,30,no,
20240707T133427-144910,2024-07-07,2024-07-07T13:34:27+00:00,2024-07-07T14:49:10+00:00,74.717,30,yes,training
20240707T152637-161141,2024-07-07,2024-07-07T15:26:37+00:00,2024-07-07T16:11:41+00:00,45.067,30,no,
20240707T161927-170452,2024-07-07,2024-07-07T16:19:27+00:00,2024-07-07T17:04:52+00:00,45.417,30,yes,training
20240707T185802-194352,2024-07-07,2024-07-07T18:58:02+00:00,2024-07-07T19:43:52+00:00,45.833,30,yes,training
20240707T195325-204359,2024-07-07,2024-07-07T19:53:25+00:00,2024-07-07T20:43:59+00:00,50.567,30,yes,training
20240707T214628-224636,2024-07-07,2024-07-07T21:46:28+00:00,2024-07-07T22:46:36+00:00,60.133,30,no,
20240707T230114-234656,2024-07-07,2024-07-07T23:01:14+00:00,2024-07-07T23:46:56+00:00,45.7,30,yes,training
20240708T003643-012300,2024-07-08,2024-07-08T00:36:43+00:00,2024-07-08T01:23:00+00:00,46.283,30,yes,training
20240708T022408-031234,2024-07-08,2024-07-08T02:24:08+00:00,2024-07-08T03:12:34+00:00,48.433,30,yes,training
20240708T032803-041739,2024-07-08,2024-07-08T03:28:03+00:00,2024-07-08T04:17:39+00:00,49.6,30,yes,training
20240708T054523-063337,2024-07-08,2024-07-08T05:45:23+00:00,2024-07-08T06:33:37+00:00,48.233,30,yes,training
20240708T071611-080111,2024-07-08,2024-07-08T07:16:11+00:00,2024-07-08T08:01:11+00:00,45.0,30,yes,training
20240708T081656-090634,2024-07-08,2024-07-08T08:16:56+00:00,2024-07-08T09:06:34+00:00,49.633,30,yes,training
20240708T094348-103117,2024-07-08,2024-07-08T09:43:48+00:00,2024-07-08T10:31:17+00:00,47.483,30,yes,training
20240708T104133-112840,2024-07-08,2024-07-08T10:41:33+00:00,2024-07-08T11:28:40+00:00,47.117,30,no,
20240708T114804-123430,2024-07-08,2024-07-08T11:48:04+00:00,2024-07-08T12:34:30+00:00,46.433,30,yes,training
20240708T125110-133703,2024-07-08,2024-07-08T12:51:10+00:00,2024-07-08T13:37:03+00:00,45.883,30,yes,training
20240708T185658-194448,2024-07-08,2024-07-08T18:56:58+00:00,2024-07-08T19:44:48+00:00,47.833,30,no,
20240708T202351-212618,2024-07-08,2024-07-08T20:23:51+00:00,2024-07-08T21:26:18+00:00,62.45,30,no,
20240709T003141-012917,2024-07-09,2024-07-09T00:31:41+00:00,2024-07-09T01:29:17+00:00,57.6,30,no,
20240709T021515-031357,2024-07-09,2024-07-09T02:15:15+00:00,2024-07-09T03:13:57+00:00,58.7,30,no,
20240709T033247-043404,2024-07-09,2024-07-09T03:32:47+00:00,2024-07-09T04:34:04+00:00,61.283,30,yes,training
20240709T044836-054713,2024-07-09,2024-07-09T04:48:36+00:00,2024-07-09T05:47:13+00:00,58.617,30,yes,training
20240709T055123-065208,2024-07-09,2024-07-09T05:51:23+00:00,2024-07-09T06:52:08+00:00,60.75,30,yes,training
20240709T073531-083618,2024-07-09,2024-07-09T07:35:31+00:00,2024-07-09T08:36:18+00:00,60.783,30,yes,training
20240709T083825-100551,2024-07-09,2024-07-09T08:38:25+00:00,2024-07-09T10:05:51+00:00,87.433,30,yes,training
20240721T090456-102223,2024-07-21,2024-07-21T09:04:56+00:00,2024-07-21T10:22:23+00:00,77.45,30,yes,training
20240721T103753-115345,2024-07-21,2024-07-21T10:37:53+00:00,2024-07-21T11:53:45+00:00,75.867,30,yes,training
20240721T115855-131333,2024-07-21,2024-07-21T11:58:55+00:00,2024-07-21T13:13:33+00:00,74.633,30,no,
20240721T142411-152408,2024-07-21,2024-07-21T14:24:11+00:00,2024-07-21T15:24:08+00:00,59.95,30,yes,training
20240721T153331-162932,2024-07-21,2024-07-21T15:33:31+00:00,2024-07-21T16:29:32+00:00,56.017,30,yes,training
20240721T163709-173706,2024-07-21,2024-07-21T16:37:09+00:00,2024-07-21T17:37:06+00:00,59.95,30,yes,training
20240721T175836-185942,2024-07-21,2024-07-21T17:58:36+00:00,2024-07-21T18:59:42+00:00,61.1,30,yes,training
20240721T192531-202556,2024-07-21,2024-07-21T19:25:31+00:00,2024-07-21T20:25:56+00:00,60.417,30,no,
20240721T204635-214602,2024-07-21,2024-07-21T20:46:35+00:00,2024-07-21T21:46:02+00:00,59.45,30,yes,training
20240721T221432-231517,2024-07-21,2024-07-21T22:14:32+00:00,2024-07-21T23:15:17+00:00,60.75,30,yes,training
20240722T000136-010330,2024-07-22,2024-07-22T00:01:36+00:00,2024-07-22T01:03:30+00:00,61.9,30,no,
20240722T010749-021051,2024-07-22,2024-07-22T01:07:49+00:00,2024-07-22T02:10:51+00:00,63.033,30,yes,training
20240722T023255-033208,2024-07-22,2024-07-22T02:32:55+00:00,2024-07-22T03:32:08+00:00,59.217,30,yes,training
20240722T041233-051441,2024-07-22,2024-07-22T04:12:33+00:00,2024-07-22T05:14:41+00:00,62.133,30,yes,training
20240722T051900-061829,2024-07-22,2024-07-22T05:19:00+00:00,2024-07-22T06:18:29+00:00,59.483,30,yes,training
20240722T064129-075137,2024-07-22,2024-07-22T06:41:29+00:00,2024-07-22T07:51:37+00:00,70.133,30,yes,training
20240815T215853-231140,2024-08-15,2024-08-15T21:58:53+00:00,2024-08-15T23:11:40+00:00,72.783,30,no,
20240816T001318-012851,2024-08-16,2024-08-16T00:13:18+00:00,2024-08-16T01:28:51+00:00,75.55,30,no,
20240816T025118-040757,2024-08-16,2024-08-16T02:51:18+00:00,2024-08-16T04:07:57+00:00,76.65,30,yes,training
20240816T043604-054657,2024-08-16,2024-08-16T04:36:04+00:00,2024-08-16T05:46:57+00:00,70.883,30,yes,training
20240816T062846-073835,2024-08-16,2024-08-16T06:28:46+00:00,2024-08-16T07:38:35+00:00,69.817,30,yes,training
20240816T074041-084337,2024-08-16,2024-08-16T07:40:41+00:00,2024-08-16T08:43:37+00:00,62.933,30,yes,training
20240816T090923-101130,2024-08-16,2024-08-16T09:09:23+00:00,2024-08-16T10:11:30+00:00,62.117,30,no,
20240816T111135-121344,2024-08-16,2024-08-16T11:11:35+00:00,2024-08-16T12:13:44+00:00,62.15,30,yes,training
20240816T121551-134026,2024-08-16,2024-08-16T12:15:51+00:00,2024-08-16T13:40:26+00:00,84.583,30,no,
20240816T180321-193222,2024-08-16,2024-08-16T18:03:21+00:00,2024-08-16T19:32:22+00:00,89.017,30,no,
20240816T203613-214101,2024-08-16,2024-08-16T20:36:13+00:00,2024-08-16T21:41:01+00:00,64.8,30,yes,training
20240816T214753-225025,2024-08-16,2024-08-16T21:47:53+00:00,2024-08-16T22:50:25+00:00,62.533,30,no,
20240816T225630-235625,2024-08-16,2024-08-16T22:56:30+00:00,2024-08-16T23:56:25+00:00,59.917,30,yes,training
20240817T003636-014144,2024-08-17,2024-08-17T00:36:36+00:00,2024-08-17T01:41:44+00:00,65.133,30,no,
20240817T014819-025212,2024-08-17,2024-08-17T01:48:19+00:00,2024-08-17T02:52:12+00:00,63.883,30,yes,training
20240817T031124-041643,2024-08-17,2024-08-17T03:11:24+00:00,2024-08-17T04:16:43+00:00,65.317,30,yes,training
20240817T043638-054422,2024-08-17,2024-08-17T04:36:38+00:00,2024-08-17T05:44:22+00:00,67.733,30,yes,training
20240817T081139-092003,2024-08-17,2024-08-17T08:11:39+00:00,2024-08-17T09:20:03+00:00,68.4,30,yes,training
20240817T092411-102343,2024-08-17,2024-08-17T09:24:11+00:00,2024-08-17T10:23:43+00:00,59.533,30,yes,training
20240817T110156-121555,2024-08-17,2024-08-17T11:01:56+00:00,2024-08-17T12:15:55+00:00,73.983,30,yes,training
20240817T130426-141840,2024-08-17,2024-08-17T13:04:26+00:00,2024-08-17T14:18:40+00:00,74.233,30,yes,training
20240817T153938-164939,2024-08-17,2024-08-17T15:39:38+00:00,2024-08-17T16:49:39+00:00,70.017,30,no,
20240817T173454-184436,2024-08-17,2024-08-17T17:34:54+00:00,2024-08-17T18:44:36+00:00,69.7,30,yes,training
20240817T190144-200246,2024-08-17,2024-08-17T19:01:44+00:00,2024-08-17T20:02:46+00:00,61.033,30,no,
20240817T204126-220525,2024-08-17,2024-08-17T20:41:26+00:00,2024-08-17T22:05:25+00:00,83.983,30,yes,training
20240918T210427-221615,2024-09-18,2024-09-18T21:04:27+00:00,2024-09-18T22:16:15+00:00,71.8,30,yes,training
20240918T222033-232134,2024-09-18,2024-09-18T22:20:33+00:00,2024-09-18T23:21:34+00:00,61.017,30,yes,training
20240919T003732-020700,2024-09-19,2024-09-19T00:37:32+00:00,2024-09-19T02:07:00+00:00,89.467,30,yes,training
20240919T202837-213001,2024-09-19,2024-09-19T20:28:37+00:00,2024-09-19T21:30:01+00:00,61.4,30,yes,training
20240919T213437-224639,2024-09-19,2024-09-19T21:34:37+00:00,2024-09-19T22:46:39+00:00,72.033,30,yes,training
20240920T002933-013833,2024-09-20,2024-09-20T00:29:33+00:00,2024-09-20T01:38:33+00:00,69.0,30,yes,training
20240920T023103-033300,2024-09-20,2024-09-20T02:31:03+00:00,2024-09-20T03:33:00+00:00,61.95,30,yes,training
20240923T044757-055806,2024-09-23,2024-09-23T04:47:57+00:00,2024-09-23T05:58:06+00:00,70.15,30,no,
20240923T061922-073145,2024-09-23,2024-09-23T06:19:22+00:00,2024-09-23T07:31:45+00:00,72.383,30,yes,training
20240924T224555-235858,2024-09-24,2024-09-24T22:45:55+00:00,2024-09-24T23:58:58+00:00,73.05,30,yes,training
20240925T000623-012058,2024-09-25,2024-09-25T00:06:23+00:00,2024-09-25T01:20:58+00:00,74.583,30,yes,training
20240925T022434-035102,2024-09-25,2024-09-25T02:24:34+00:00,2024-09-25T03:51:02+00:00,86.467,30,yes,training
20241030T195448-211650,2024-10-30,2024-10-30T19:54:48+00:00,2024-10-30T21:16:50+00:00,82.033,30,yes,training
20241030T213442-224143,2024-10-30,2024-10-30T21:34:42+00:00,2024-10-30T22:41:43+00:00,67.017,30,no,
20241030T225014-235914,2024-10-30,2024-10-30T22:50:14+00:00,2024-10-30T23:59:14+00:00,69.0,30,yes,training
20241031T010337-021525,2024-10-31,2024-10-31T01:03:37+00:00,2024-10-31T02:15:25+00:00,71.8,30,yes,training
20241031T022829-031623,2024-10-31,2024-10-31T02:28:29+00:00,2024-10-31T03:16:23+00:00,47.9,30,yes,training
20241031T033929-042736,2024-10-31,2024-10-31T03:39:29+00:00,2024-10-31T04:27:36+00:00,48.117,30,yes,training
20241102T124808-141438,2024-11-02,2024-11-02T12:48:08+00:00,2024-11-02T14:14:38+00:00,86.5,30,yes,validation
20241102T142232-152121,2024-11-02,2024-11-02T14:22:32+00:00,2024-11-02T15:21:21+00:00,58.817,30,no,
20241102T152702-162606,2024-11-02,2024-11-02T15:27:02+00:00,2024-11-02T16:26:06+00:00,59.067,30,yes,validation
20241102T164023-173916,2024-11-02,2024-11-02T16:40:23+00:00,2024-11-02T17:39:16+00:00,58.883,30,yes,validation
20241102T180409-190351,2024-11-02,2024-11-02T18:04:09+00:00,2024-11-02T19:03:51+00:00,59.7,30,yes,validation
20241102T194909-205746,2024-11-02,2024-11-02T19:49:09+00:00,2024-11-02T20:57:46+00:00,68.617,30,yes,validation
20241102T205941-215806,2024-11-02,2024-11-02T20:59:41+00:00,2024-11-02T21:58:06+00:00,58.417,30,no,
20241102T220155-230033,2024-11-02,2024-11-02T22:01:55+00:00,2024-11-02T23:00:33+00:00,58.633,30,yes,validation
20241103T022248-033657,2024-11-03,2024-11-03T02:22:48+00:00,2024-11-03T03:36:57+00:00,74.15,30,yes,validation
20241103T045057-054837,2024-11-03,2024-11-03T04:50:57+00:00,2024-11-03T05:48:37+00:00,57.667,30,yes,validation
20241103T070047-075824,2024-11-03,2024-11-03T07:00:47+00:00,2024-11-03T07:58:24+00:00,57.617,30,yes,validation
20241103T092119-101858,2024-11-03,2024-11-03T09:21:19+00:00,2024-11-03T10:18:58+00:00,57.65,30,no,
20241103T104828-114409,2024-11-03,2024-11-03T10:48:28+00:00,2024-11-03T11:44:09+00:00,55.683,30,no,
20241103T115511-125134,2024-11-03,2024-11-03T11:55:11+00:00,2024-11-03T12:51:34+00:00,56.383,30,no,
20241103T135428-145222,2024-11-03,2024-11-03T13:54:28+00:00,2024-11-03T14:52:22+00:00,57.9,30,no,
20241103T154842-164439,2024-11-03,2024-11-03T15:48:42+00:00,2024-11-03T16:44:39+00:00,55.95,30,yes,validation
20241103T171405-180243,2024-11-03,2024-11-03T17:14:05+00:00,2024-11-03T18:02:43+00:00,48.633,30,no,
20241103T185426-194913,2024-11-03,2024-11-03T18:54:26+00:00,2024-11-03T19:49:13+00:00,54.783,30,no,
20241103T205612-214407,2024-11-03,2024-11-03T20:56:12+00:00,2024-11-03T21:44:07+00:00,47.917,30,yes,validation
20241103T220057-225019,2024-11-03,2024-11-03T22:00:57+00:00,2024-11-03T22:50:19+00:00,49.367,30,yes,validation
20241104T003206-012034,2024-11-04,2024-11-04T00:32:06+00:00,2024-11-04T01:20:34+00:00,48.467,30,yes,validation
20241104T015321-024159,2024-11-04,2024-11-04T01:53:21+00:00,2024-11-04T02:41:59+00:00,48.633,30,yes,validation
20241104T035648-044415,2024-11-04,2024-11-04T03:56:48+00:00,2024-11-04T04:44:15+00:00,47.45,30,no,
20241104T052332-061059,2024-11-04,2024-11-04T05:23:32+00:00,2024-11-04T06:10:59+00:00,47.45,30,no,
20241104T064707-073545,2024-11-04,2024-11-04T06:47:07+00:00,2024-11-04T07:35:45+00:00,48.633,30,yes,validation
20241104T083253-092104,2024-11-04,2024-11-04T08:32:53+00:00,2024-11-04T09:21:04+00:00,48.183,30,no,
20241104T092358-100908,2024-11-04,2024-11-04T09:23:58+00:00,2024-11-04T10:09:08+00:00,45.167,30,no,
20241104T105651-114539,2024-11-04,2024-11-04T10:56:51+00:00,2024-11-04T11:45:39+00:00,48.8,30,no,
20241104T124656-133330,2024-11-04,2024-11-04T12:46:56+00:00,2024-11-04T13:33:30+00:00,46.567,30,no,
20241104T141216-150031,2024-11-04,2024-11-04T14:12:16+00:00,2024-11-04T15:00:31+00:00,48.25,30,no,
20241104T154837-163501,2024-11-04,2024-11-04T15:48:37+00:00,2024-11-04T16:35:01+00:00,46.4,30,yes,validation
20241104T165338-174327,2024-11-04,2024-11-04T16:53:38+00:00,2024-11-04T17:43:27+00:00,49.817,30,yes,validation
20241118T082255-092007,2024-11-18,2024-11-18T08:22:55+00:00,2024-11-18T09:20:07+00:00,57.2,30,yes,validation
20241118T092153-101600,2024-11-18,2024-11-18T09:21:53+00:00,2024-11-18T10:16:00+00:00,54.117,30,no,
20241118T101744-111355,2024-11-18,2024-11-18T10:17:44+00:00,2024-11-18T11:13:55+00:00,56.183,30,no,
20241118T112800-122147,2024-11-18,2024-11-18T11:28:00+00:00,2024-11-18T12:21:47+00:00,53.783,30,yes,validation
20241118T124824-133659,2024-11-18,2024-11-18T12:48:24+00:00,2024-11-18T13:36:59+00:00,48.583,30,no,
20241118T142801-151712,2024-11-18,2024-11-18T14:28:01+00:00,2024-11-18T15:17:12+00:00,49.183,30,yes,validation
20241118T152537-161515,2024-11-18,2024-11-18T15:25:37+00:00,2024-11-18T16:15:15+00:00,49.633,30,no,
20241118T163201-172146,2024-11-18,2024-11-18T16:32:01+00:00,2024-11-18T17:21:46+00:00,49.75,30,yes,validation
20241118T172507-181534,2024-11-18,2024-11-18T17:25:07+00:00,2024-11-18T18:15:34+00:00,50.45,30,no,
20241118T182224-190957,2024-11-18,2024-11-18T18:22:24+00:00,2024-11-18T19:09:57+00:00,47.55,30,yes,validation
20241118T204835-220040,2024-11-18,2024-11-18T20:48:35+00:00,2024-11-18T22:00:40+00:00,72.083,30,yes,validation
20250304T051613-060220,2025-03-04,2025-03-04T05:16:13+00:00,2025-03-04T06:02:20+00:00,46.117,30,yes,validation
20250304T060846-065525,2025-03-04,2025-03-04T06:08:46+00:00,2025-03-04T06:55:25+00:00,46.65,30,yes,validation
20250304T070344-075035,2025-03-04,2025-03-04T07:03:44+00:00,2025-03-04T07:50:35+00:00,46.85,30,yes,validation
20250304T082317-091243,2025-03-04,2025-03-04T08:23:17+00:00,2025-03-04T09:12:43+00:00,49.433,30,yes,validation
20250304T094411-103942,2025-03-04,2025-03-04T09:44:11+00:00,2025-03-04T10:39:42+00:00,55.517,30,yes,validation
20250304T105131-113842,2025-03-04,2025-03-04T10:51:31+00:00,2025-03-04T11:38:42+00:00,47.183,30,yes,validation
20250304T114019-122951,2025-03-04,2025-03-04T11:40:19+00:00,2025-03-04T12:29:51+00:00,49.533,30,no,
20250304T124416-132943,2025-03-04,2025-03-04T12:44:16+00:00,2025-03-04T13:29:43+00:00,45.45,30,no,
20250304T141014-145602,2025-03-04,2025-03-04T14:10:14+00:00,2025-03-04T14:56:02+00:00,45.8,30,no,
20250304T151932-161847,2025-03-04,2025-03-04T15:19:32+00:00,2025-03-04T16:18:47+00:00,59.25,30,yes,validation
20250308T083643-092822,2025-03-08,2025-03-08T08:36:43+00:00,2025-03-08T09:28:22+00:00,51.65,30,no,
20250308T132620-141147,2025-03-08,2025-03-08T13:26:20+00:00,2025-03-08T14:11:47+00:00,45.45,30,yes,validation
20250308T145612-154214,2025-03-08,2025-03-08T14:56:12+00:00,2025-03-08T15:42:14+00:00,46.033,30,no,
20250308T162429-171240,2025-03-08,2025-03-08T16:24:29+00:00,2025-03-08T17:12:40+00:00,48.183,30,yes,validation
20250308T172103-181048,2025-03-08,2025-03-08T17:21:03+00:00,2025-03-08T18:10:48+00:00,49.75,30,yes,validation
20250308T181207-185957,2025-03-08,2025-03-08T18:12:07+00:00,2025-03-08T18:59:57+00:00,47.833,30,no,
20250308T190938-195726,2025-03-08,2025-03-08T19:09:38+00:00,2025-03-08T19:57:26+00:00,47.8,30,yes,validation
20250308T200235-205043,2025-03-08,2025-03-08T20:02:35+00:00,2025-03-08T20:50:43+00:00,48.133,30,yes,validation
20250308T211955-220937,2025-03-08,2025-03-08T21:19:55+00:00,2025-03-08T22:09:37+00:00,49.7,30,yes,validation
20250308T223500-232430,2025-03-08,2025-03-08T22:35:00+00:00,2025-03-08T23:24:30+00:00,49.5,30,yes,validation
20250309T001041-010018,2025-03-09,2025-03-09T00:10:41+00:00,2025-03-09T01:00:18+00:00,49.617,30,yes,validation
20250309T011238-020242,2025-03-09,2025-03-09T01:12:38+00:00,2025-03-09T02:02:42+00:00,50.067,30,yes,validation
20250309T020935-025851,2025-03-09,2025-03-09T02:09:35+00:00,2025-03-09T02:58:51+00:00,49.267,30,yes,validation
20250309T030204-035032,2025-03-09,2025-03-09T03:02:04+00:00,2025-03-09T03:50:32+00:00,48.467,30,yes,validation
20250309T043149-052207,2025-03-09,2025-03-09T04:31:49+00:00,2025-03-09T05:22:07+00:00,50.3,30,yes,validation
20250309T052530-061512,2025-03-09,2025-03-09T05:25:30+00:00,2025-03-09T06:15:12+00:00,49.7,30,no,
20250309T061717-070709,2025-03-09,2025-03-09T06:17:17+00:00,2025-03-09T07:07:09+00:00,49.867,30,no,
20250309T074323-083304,2025-03-09,2025-03-09T07:43:23+00:00,2025-03-09T08:33:04+00:00,49.683,30,yes,validation
20250309T092323-101312,2025-03-09,2025-03-09T09:23:23+00:00,2025-03-09T10:13:12+00:00,49.817,30,yes,validation
20250309T101456-110109,2025-03-09,2025-03-09T10:14:56+00:00,2025-03-09T11:01:09+00:00,46.217,30,yes,validation
20250309T140108-145631,2025-03-09,2025-03-09T14:01:08+00:00,2025-03-09T14:56:31+00:00,55.383,30,no,
20250328T112233-123538,2025-03-28,2025-03-28T11:22:33+00:00,2025-03-28T12:35:38+00:00,73.083,30,yes,validation
20250328T131359-140154,2025-03-28,2025-03-28T13:13:59+00:00,2025-03-28T14:01:54+00:00,47.917,30,no,
20250328T142118-153813,2025-03-28,2025-03-28T14:21:18+00:00,2025-03-28T15:38:13+00:00,76.917,30,no,
20250330T001347-012503,2025-03-30,2025-03-30T00:13:47+00:00,2025-03-30T01:25:03+00:00,71.267,30,yes,validation
20250330T013444-024028,2025-03-30,2025-03-30T01:34:44+00:00,2025-03-30T02:40:28+00:00,65.733,30,no,
20250330T025057-040210,2025-03-30,2025-03-30T02:50:57+00:00,2025-03-30T04:02:10+00:00,71.217,30,yes,validation
20250330T045202-053817,2025-03-30,2025-03-30T04:52:02+00:00,2025-03-30T05:38:17+00:00,46.25,30,yes,validation
20250330T062355-072506,2025-03-30,2025-03-30T06:23:55+00:00,2025-03-30T07:25:06+00:00,61.183,30,yes,validation
